Prompt#,Statement 1,Statement 2,Model Response
1003,form of address in the United Kingdom subClassOf style,form of address in the United Kingdom subClassOf word,yes
1004,honorary doctor of the Gdańsk University of Technology subClassOf phrase,honorary doctor of the Gdańsk University of Technology subClassOf word,yes
1005,hereditary title subClassOf phrase,hereditary title subClassOf word,yes
1006,honorary doctor of Semmelweis University subClassOf phrase,honorary doctor of Semmelweis University subClassOf word,yes
1007,People's khoomeizhi of Tuva subClassOf People's Artist,People's khoomeizhi of Tuva subClassOf word,yes
1008,Sch.P. subClassOf phrase,Sch.P. subClassOf word,yes
1009,honorary doctor of the University of Göttingen subClassOf honorary doctorate,honorary doctor of the University of Göttingen subClassOf phrase,yes
1010,odd perfect number subClassOf perfect number,odd perfect number subClassOf even number,yes
1011,honorary title of Armenia subClassOf title of honor,honorary title of Armenia subClassOf phrase,yes
1012,Badge of the Sword subClassOf medal of an order,Badge of the Sword subClassOf word,yes
1013,honorary citizen of Letohrad subClassOf honorary citizenship,honorary citizen of Letohrad subClassOf word,yes
1014,honorary doctor of the Shanghai Jiao Tong University subClassOf honorary doctorate,honorary doctor of the Shanghai Jiao Tong University subClassOf phrase,yes
1015,honorary title of the Estonian SSR subClassOf phrase,honorary title of the Estonian SSR subClassOf word,yes
1016,honorary doctor of Semmelweis University subClassOf honorary doctorate,honorary doctor of Semmelweis University subClassOf phrase,no
1017,Pictland subClassOf historical country,Pictland subClassOf state,no
1018,honorary citizen of Chortkiv subClassOf phrase,honorary citizen of Chortkiv subClassOf word,yes
1019,honorary citizen of Kolín subClassOf phrase,honorary citizen of Kolín subClassOf word,yes
1020,President of Santa Clara University subClassOf rector,President of Santa Clara University subClassOf phrase,yes
1021,Schoenstatt Shrine subClassOf abstract object,Schoenstatt Shrine subClassOf concrete object,yes
1022,honorary doctor of the University of Nottingham subClassOf phrase,honorary doctor of the University of Nottingham subClassOf word,yes
1023,Eight Views subClassOf tourist attraction,Eight Views subClassOf concrete object,no
1024,rector of Lviv University subClassOf rector,rector of Lviv University subClassOf word,yes
1025,honorary citizen of Nýrsko subClassOf phrase,honorary citizen of Nýrsko subClassOf word,yes
1026,honorary doctor of the Denison University subClassOf phrase,honorary doctor of the Denison University subClassOf word,yes
1027,honorary doctor of the Moholy-Nagy University of Art and Design subClassOf phrase,honorary doctor of the Moholy-Nagy University of Art and Design subClassOf word,no
1028,honorary citizen of Chelyabinsk subClassOf honorary citizenship,honorary citizen of Chelyabinsk subClassOf word,yes
1029,honorary doctor of the Beijing Language and Culture University subClassOf phrase,honorary doctor of the Beijing Language and Culture University subClassOf word,yes
1030,daibutsu subClassOf Buddharupa,daibutsu subClassOf concrete object,no
1031,honorary citizen of Gmina Mszana Dolna subClassOf phrase,honorary citizen of Gmina Mszana Dolna subClassOf word,yes
1032,honorary citizen of Brno subClassOf phrase,honorary citizen of Brno subClassOf word,yes
1033,honorary doctorate of the University of Oslo subClassOf phrase,honorary doctorate of the University of Oslo subClassOf word,yes
1034,Thumb Bible subClassOf miniature book,Thumb Bible subClassOf concrete object,no
1035,honorary doctorate of Strasbourg-III University subClassOf phrase,honorary doctorate of Strasbourg-III University subClassOf word,yes
1036,honorary doctor of the Yerevan State University subClassOf phrase,honorary doctor of the Yerevan State University subClassOf word,yes
1037,honorary citizen of Bochum subClassOf phrase,honorary citizen of Bochum subClassOf word,yes
1038,female double cross-cousin subClassOf relative,female double cross-cousin subClassOf paternal cross cousin,no
1039,Director of International Congress University subClassOf rector,Director of International Congress University subClassOf phrase,yes
1040,individual copy of a book subClassOf abstract object,individual copy of a book subClassOf concrete object,yes
1041,honorary citizen of Gröditz subClassOf honorary citizenship,honorary citizen of Gröditz subClassOf phrase,yes
1042,honorary citizen of Cologne subClassOf honorary citizenship,honorary citizen of Cologne subClassOf word,yes
1043,honorary citizen of Cambodia subClassOf phrase,honorary citizen of Cambodia subClassOf word,yes
1044,honorary citizen of Dortmund subClassOf phrase,honorary citizen of Dortmund subClassOf word,yes
1045,honorary citizen of Cherepovets subClassOf honorary citizenship,honorary citizen of Cherepovets subClassOf word,yes
1046,honorary doctorate of the University of Cape Town subClassOf honorary doctorate,honorary doctorate of the University of Cape Town subClassOf word,yes
1047,honorary citizen of Jászberény subClassOf phrase,honorary citizen of Jászberény subClassOf word,no
1048,Grant baronets subClassOf phrase,Grant baronets subClassOf word,yes
1049,Bishop of Argyll and The Isles subClassOf Anglican bishop,Bishop of Argyll and The Isles subClassOf phrase,yes
1050,honorary doctorate of the Bordeaux Montaigne University subClassOf honorary doctorate,honorary doctorate of the Bordeaux Montaigne University subClassOf phrase,yes
1051,ri subClassOf pronoun,ri subClassOf word or phrase,no
1052,Honorary Doctor of the Beijing Foreign Studies University subClassOf phrase,Honorary Doctor of the Beijing Foreign Studies University subClassOf word,yes
1053,honorary citizenship subClassOf phrase,honorary citizenship subClassOf word,yes
1054,honorary citizen of Düsseldorf subClassOf honorary citizenship,honorary citizen of Düsseldorf subClassOf phrase,yes
1055,honorary doctor of the Palacký University Olomouc subClassOf phrase,honorary doctor of the Palacký University Olomouc subClassOf word,yes
1056,Bishop of South Tokyo subClassOf phrase,Bishop of South Tokyo subClassOf word,yes
1057,honorary doctor of the University of Montenegro subClassOf phrase,honorary doctor of the University of Montenegro subClassOf word,yes
1058,regional honorary title in Russia subClassOf phrase,regional honorary title in Russia subClassOf word,yes
1059,Buddhist statue in Tōdai-ji subClassOf abstract object,Buddhist statue in Tōdai-ji subClassOf concrete object,yes
1060,bishop of Lesotho subClassOf Anglican bishop,bishop of Lesotho subClassOf word,yes
1061,honorary doctorate of Lancaster University subClassOf phrase,honorary doctorate of Lancaster University subClassOf word,yes
1062,honorary doctor of the University of Urbino subClassOf honorary doctorate,honorary doctor of the University of Urbino subClassOf word,yes
1063,honorary citizen of Gukovo subClassOf phrase,honorary citizen of Gukovo subClassOf word,yes
1064,honorary citizen of Teltow,"Germany subClassOf phrase, honorary citizen of Teltow, Germany subClassOf word",no
1065,Thai royal ranks and titles subClassOf noble title,Thai royal ranks and titles subClassOf word,"yes.  

reasoning:  
- statement 1 classifies ""thai royal ranks and titles"" under **noble title** (a social/hereditary rank).  
- statement 2 classifies it under **word** (a linguistic unit).  
these are mutually exclusive ontological categories in wikidata, creating a contradiction."
1066,couture copy subClassOf clothing,couture copy subClassOf concrete object,no
1067,dōbōshū subClassOf phrase,dōbōshū subClassOf word,yes
1068,honorary citizen of Taganrog subClassOf honorary citizenship,honorary citizen of Taganrog subClassOf phrase,yes
1069,honorary doctorate of Vrije Universiteit Amsterdam subClassOf honorary doctorate,honorary doctorate of Vrije Universiteit Amsterdam subClassOf phrase,yes
1070,service ribbon subClassOf ribbon,service ribbon subClassOf abstract object,yes
1071,President of Loyola Marymount University subClassOf phrase,President of Loyola Marymount University subClassOf word,yes
1072,Anglican bishop of Ossory subClassOf phrase,Anglican bishop of Ossory subClassOf word,yes
1073,honorary citizen of Alushta subClassOf honorary citizenship,honorary citizen of Alushta subClassOf phrase,yes
1074,honorary doctor of the University of Paderborn subClassOf honorary doctorate,honorary doctor of the University of Paderborn subClassOf word,yes
1075,highest honorifics subClassOf honorific speech in Japanese,highest honorifics subClassOf usage,no
1076,ribbon subClassOf abstract object,ribbon subClassOf property,yes
1077,President of Northwestern University subClassOf rector,President of Northwestern University subClassOf phrase,no
1078,President of Longwood University subClassOf rector,President of Longwood University subClassOf phrase,yes
1079,doctor honoris causa from the University of Dijon subClassOf honorary doctorate,doctor honoris causa from the University of Dijon subClassOf phrase,yes
1080,{9/4} enneagram subClassOf enneagram,{9/4} enneagram subClassOf concave polygon,no
1081,Rector of the Royal Institute of Technology subClassOf phrase,Rector of the Royal Institute of Technology subClassOf word,yes
1082,honorary doctorate from University of Paris-XII subClassOf phrase,honorary doctorate from University of Paris-XII subClassOf word,yes
1083,thick book subClassOf abstract object,thick book subClassOf concrete object,yes
1084,honorary doctorate of Camilo José Cela University subClassOf phrase,honorary doctorate of Camilo José Cela University subClassOf word,yes
1085,Cantonese profanity subClassOf word or phrase,Cantonese profanity subClassOf meaning,yes
1086,Honorary doctor of the University of Ottawa subClassOf honorary doctorate,Honorary doctor of the University of Ottawa subClassOf word,yes
1087,honorary doctor of Tel Aviv University subClassOf phrase,honorary doctor of Tel Aviv University subClassOf word,yes
1088,honorary citizen of Homiel subClassOf honorary citizenship,honorary citizen of Homiel subClassOf phrase,yes
1089,honorary doctor of the University of Sydney subClassOf phrase,honorary doctor of the University of Sydney subClassOf word,yes
1090,princely title subClassOf phrase,princely title subClassOf word,yes
1091,honorary doctor of the University of Trier subClassOf phrase,honorary doctor of the University of Trier subClassOf word,yes
1092,honorary citizen of Templin subClassOf phrase,honorary citizen of Templin subClassOf word,yes
1093,Korean honorifics subClassOf usage,Korean honorifics subClassOf meaning,no
1094,honorary doctor of the University of Pavia subClassOf honorary doctorate,honorary doctor of the University of Pavia subClassOf word,yes
1095,People's Artist subClassOf phrase,People's Artist subClassOf word,yes
1096,Honorary doctor of the University of Winnipeg subClassOf phrase,Honorary doctor of the University of Winnipeg subClassOf word,yes
1097,honorary doctorate at the Villanova University subClassOf phrase,honorary doctorate at the Villanova University subClassOf word,yes
1098,Medal of the Order of Merit of Portugal subClassOf phrase,Medal of the Order of Merit of Portugal subClassOf word,yes
1099,g0y subClassOf homosexuality,g0y subClassOf homosexuality,no
1100,honorary citizen of Astypalaia subClassOf phrase,honorary citizen of Astypalaia subClassOf word,yes
1101,honorary citizen of Kirov subClassOf phrase,honorary citizen of Kirov subClassOf word,yes
1102,Bantry Bay gig subClassOf yawl,Bantry Bay gig subClassOf abstract object,yes
1103,honorary doctor of Ryerson University subClassOf honorary doctorate,honorary doctor of Ryerson University subClassOf word,yes
1104,Bishop of Argyll and The Isles subClassOf phrase,Bishop of Argyll and The Isles subClassOf word,yes
1105,Sarutahikookami-to subClassOf abstract object,Sarutahikookami-to subClassOf concrete object,yes
1106,bo subClassOf phrase,bo subClassOf word,yes
1107,honorary doctor of the Nanjing University of Science and Technology subClassOf phrase,honorary doctor of the Nanjing University of Science and Technology subClassOf word,yes
1108,Anglican Archbishop of Armagh subClassOf archbishop,Anglican Archbishop of Armagh subClassOf word,yes
1109,title of nobility in the United Kingdom subClassOf noble title,title of nobility in the United Kingdom subClassOf phrase,yes
1110,Rector of Södertörn University subClassOf rector,Rector of Södertörn University subClassOf phrase,yes
1111,People’s Poet of Karachay-Cherkessia subClassOf phrase,People’s Poet of Karachay-Cherkessia subClassOf word,yes
1112,honorary citizen of Ternopil Oblast subClassOf phrase,honorary citizen of Ternopil Oblast subClassOf word,yes
1113,Cantonese profanity subClassOf profanity,Cantonese profanity subClassOf meaning,yes
1114,Doctor Honoris Causa at the Vytautas Magnus University subClassOf honorary doctorate,Doctor Honoris Causa at the Vytautas Magnus University subClassOf word,yes
1115,Bishop of Berwick subClassOf Anglican bishop,Bishop of Berwick subClassOf word,yes
1116,Air Force Medal of Malaysia subClassOf medal of an order,Air Force Medal of Malaysia subClassOf word,yes
1117,honorary citizen of Coburg subClassOf honorary citizenship,honorary citizen of Coburg subClassOf phrase,yes
1118,Gold Medal of the Order of Merit of the National Plan on Drugs subClassOf phrase,Gold Medal of the Order of Merit of the National Plan on Drugs subClassOf word,yes
1119,allo-L-threonine subClassOf 2-amino-3-hydroxybutanoic acid,allo-L-threonine subClassOf anion,yes
1120,honorary doctorate from University of La Réunion subClassOf phrase,honorary doctorate from University of La Réunion subClassOf word,yes
1121,honorary doctor of the Zhejiang University subClassOf honorary doctorate,honorary doctor of the Zhejiang University subClassOf phrase,yes
1122,Anglican Archbishop of Sydney subClassOf archbishop,Anglican Archbishop of Sydney subClassOf word,yes
1123,honorary citizen of Grozny subClassOf honorary citizenship,honorary citizen of Grozny subClassOf phrase,yes
1124,companion subClassOf title of honor,companion subClassOf word,yes
1125,noble title subClassOf title,noble title subClassOf word,yes
1126,honorary citizen of Bălți subClassOf phrase,honorary citizen of Bălți subClassOf word,yes
1127,intermediate subClassOf artwork copy,intermediate subClassOf abstract object,yes
1128,honorary doctor of the University of Halle-Wittenberg subClassOf honorary doctorate,honorary doctor of the University of Halle-Wittenberg subClassOf word,no
1129,honorary doctor of the University of Lille subClassOf phrase,honorary doctor of the University of Lille subClassOf word,yes
1130,Rector of Sofia University “St. Kliment Ohridski” subClassOf rector,Rector of Sofia University “St. Kliment Ohridski” subClassOf phrase,yes
1131,{11/5} hendecagram subClassOf concave polygon,{11/5} hendecagram subClassOf convex polygon,yes
1132,President of Tsinghua University subClassOf phrase,President of Tsinghua University subClassOf word,yes
1133,Judaism and Mormonism subClassOf Judaism,Judaism and Mormonism subClassOf Christianity,yes
1134,honorary citizen of Buryatia subClassOf phrase,honorary citizen of Buryatia subClassOf word,yes
1135,honorary citizen of Berdychiv subClassOf phrase,honorary citizen of Berdychiv subClassOf word,yes
1136,honorary doctor of the Turkmen State University subClassOf phrase,honorary doctor of the Turkmen State University subClassOf word,yes
1137,Ranking (East Asian imperial houses) subClassOf noble title,Ranking (East Asian imperial houses) subClassOf word,yes
1138,honorary citizen of Zaslaŭje subClassOf phrase,honorary citizen of Zaslaŭje subClassOf word,yes
1139,Medal of Merit of the Order of St Michael (Bavaria) subClassOf phrase,Medal of Merit of the Order of St Michael (Bavaria) subClassOf word,yes
1140,honorary doctor of Wrocław University of Science and Technology subClassOf honorary doctorate,honorary doctor of Wrocław University of Science and Technology subClassOf phrase,yes
1141,Profanity in American Sign Language subClassOf profanity,Profanity in American Sign Language subClassOf word or phrase,no
1142,honorary doctor of the University of New Zealand subClassOf honorary doctorate,honorary doctor of the University of New Zealand subClassOf phrase,yes
1143,Dom subClassOf phrase,Dom subClassOf word,yes
1144,Anglican Bishop of Chelmsford subClassOf phrase,Anglican Bishop of Chelmsford subClassOf word,yes
1145,profanity subClassOf word or phrase,profanity subClassOf meaning,yes
1146,honorary doctor of the University of Hertfordshire subClassOf honorary doctorate,honorary doctor of the University of Hertfordshire subClassOf phrase,no
1147,Honorary doctorate from Queen's University subClassOf phrase,Honorary doctorate from Queen's University subClassOf word,yes
1148,honorary doctor of the Katholieke Universiteit Leuven subClassOf honorary doctorate,honorary doctor of the Katholieke Universiteit Leuven subClassOf word,yes
1149,Muhtasib subClassOf Islamic honorifics,Muhtasib subClassOf phrase,no
1150,Parity Imperial City subClassOf historical country,Parity Imperial City subClassOf state,no
1151,honorary citizen of Talačyn District subClassOf phrase,honorary citizen of Talačyn District subClassOf word,yes
1152,honorary citizen of Kostroma subClassOf phrase,honorary citizen of Kostroma subClassOf word,yes
1153,honorary citizen of Rakovník,"Czechia subClassOf honorary citizenship, honorary citizen of Rakovník, Czechia subClassOf phrase",yes
1154,allo-L-threonine subClassOf anion,allo-L-threonine subClassOf cation,yes
1155,honorary citizen of Braunlage subClassOf honorary citizenship,honorary citizen of Braunlage subClassOf phrase,yes
1156,honorary doctor of University of the Andes subClassOf honorary doctorate,honorary doctor of University of the Andes subClassOf phrase,yes
1157,honorary citizen of Prague 7 subClassOf honorary citizenship,honorary citizen of Prague 7 subClassOf phrase,yes
1158,honorary doctor of the Technical University of Denmark subClassOf honorary doctorate,honorary doctor of the Technical University of Denmark subClassOf phrase,yes
1159,Honorary doctor of the University of Liège subClassOf phrase,Honorary doctor of the University of Liège subClassOf word,yes
1160,honorary citizen of Zizers subClassOf honorary citizenship,honorary citizen of Zizers subClassOf word,yes
1161,O.C.D. subClassOf name suffix,O.C.D. subClassOf phrase,no
1162,GBE subClassOf phrase,GBE subClassOf word,yes
1163,honorary doctorate of the University of Cordoba subClassOf phrase,honorary doctorate of the University of Cordoba subClassOf word,yes
1164,honorary doctor of Wabash College subClassOf phrase,honorary doctor of Wabash College subClassOf word,yes
1165,Chancellor of Universiti Teknologi MARA subClassOf chancellor,Chancellor of Universiti Teknologi MARA subClassOf phrase,yes
1166,Gun/Shy subClassOf abstract object,Gun/Shy subClassOf concrete object,yes
1167,President of Nantes University subClassOf phrase,President of Nantes University subClassOf word,yes
1168,Doctor honoris causa at University of Bayreuth subClassOf phrase,Doctor honoris causa at University of Bayreuth subClassOf word,yes
1169,Honorary doctor of the University of Fribourg subClassOf phrase,Honorary doctor of the University of Fribourg subClassOf word,yes
1170,honorary doctorate from INP Grenoble subClassOf honorary doctorate,honorary doctorate from INP Grenoble subClassOf word,yes
1171,FtX subClassOf LGBTQ person,FtX subClassOf LGBTQ people,no
1172,{9/4} enneagram subClassOf irregular polygon,{9/4} enneagram subClassOf regular polygon,yes
1173,Rector of Jagiellonian University subClassOf phrase,Rector of Jagiellonian University subClassOf word,yes
1174,honorary citizen of Mordovia subClassOf honorary citizenship,honorary citizen of Mordovia subClassOf phrase,yes
1175,honorary citizen of Drybin District subClassOf phrase,honorary citizen of Drybin District subClassOf word,yes
1176,official honorary title of the Soviet Russia subClassOf phrase,official honorary title of the Soviet Russia subClassOf word,yes
1177,honorary citizen of Naousa subClassOf phrase,honorary citizen of Naousa subClassOf word,yes
1178,honorary citizen of Naousa subClassOf honorary citizenship,honorary citizen of Naousa subClassOf word,yes
1179,titles of the Belgian royal family subClassOf phrase,titles of the Belgian royal family subClassOf word,yes
1180,honorary doctor of the University of Macedonia subClassOf phrase,honorary doctor of the University of Macedonia subClassOf word,yes
1181,honorary doctorate of the University of Las Palmas,"Gran Canaria subClassOf phrase, honorary doctorate of the University of Las Palmas, Gran Canaria subClassOf word",no
1182,archaism subClassOf usage,archaism subClassOf word or phrase,no
1183,Medal of the Civil Order of Alfonso X the Wise subClassOf phrase,Medal of the Civil Order of Alfonso X the Wise subClassOf word,yes
1184,Monopoly money subClassOf counterfeit banknote,Monopoly money subClassOf abstract object,yes
1185,Kōya-ban subClassOf printed book,Kōya-ban subClassOf abstract object,yes
1186,honorary citizen of Lindau subClassOf honorary citizenship,honorary citizen of Lindau subClassOf phrase,yes
1187,President of the University of Chicago subClassOf rector,President of the University of Chicago subClassOf word,yes
1188,honorary citizen of Bydgoszcz subClassOf phrase,honorary citizen of Bydgoszcz subClassOf word,yes
1189,honorary citizen of Hildesheim subClassOf phrase,honorary citizen of Hildesheim subClassOf word,yes
1190,honorary doctorate of Loyola Andalcia University subClassOf phrase,honorary doctorate of Loyola Andalcia University subClassOf word,yes
1191,honorary citizen of Paderborn subClassOf phrase,honorary citizen of Paderborn subClassOf word,yes
1192,honorary doctorate of the Ecclesiastic University of San Damaso subClassOf phrase,honorary doctorate of the Ecclesiastic University of San Damaso subClassOf word,yes
1193,honorary doctor of Ryerson University subClassOf phrase,honorary doctor of Ryerson University subClassOf word,yes
1194,honorary citizen of Genoa subClassOf honorary citizenship,honorary citizen of Genoa subClassOf word,yes
1195,miser subClassOf word or phrase,miser subClassOf meaning,no
1196,twenty one-pointed star subClassOf regular star polygon,twenty one-pointed star subClassOf concave polygon,no
1197,corporate title subClassOf phrase,corporate title subClassOf word,yes
1198,rare subClassOf meaning,rare subClassOf meaning,no
1199,honorary citizen of Pittsburgh subClassOf phrase,honorary citizen of Pittsburgh subClassOf word,yes
1200,Rector of University of Cádiz subClassOf rector,Rector of University of Cádiz subClassOf word,no
1201,honorary doctorate of the Catholic University of Valencia San Vicente the Martyr subClassOf phrase,honorary doctorate of the Catholic University of Valencia San Vicente the Martyr subClassOf word,yes
1202,honorary citizen of Göttingen subClassOf phrase,honorary citizen of Göttingen subClassOf word,yes
1203,honorary citizen of Polotsk subClassOf phrase,honorary citizen of Polotsk subClassOf word,yes
1204,honorary doctor of the University of Bordeaux subClassOf honorary doctorate,honorary doctor of the University of Bordeaux subClassOf phrase,yes
1205,honorary doctorate of the University of the Balearic Islands subClassOf phrase,honorary doctorate of the University of the Balearic Islands subClassOf word,yes
1206,honorary doctor of the University of Illinois system subClassOf phrase,honorary doctor of the University of Illinois system subClassOf word,yes
1207,ring connection subClassOf printed book,ring connection subClassOf concrete object,no
1208,honorary citizen of Přelouč subClassOf phrase,honorary citizen of Přelouč subClassOf word,yes
1209,Honorary doctor of the Budapest University of Technology and Economics subClassOf phrase,Honorary doctor of the Budapest University of Technology and Economics subClassOf word,no
1210,court rank in the Russian Empire subClassOf noble title,court rank in the Russian Empire subClassOf word,yes
1211,Bishop of Lancaster subClassOf phrase,Bishop of Lancaster subClassOf word,yes
1212,free imperial city subClassOf city,free imperial city subClassOf historical country,yes
1213,People's Artist of the Republic of Bashkortostan subClassOf phrase,People's Artist of the Republic of Bashkortostan subClassOf word,yes
1214,honorary citizen of Yerevan subClassOf phrase,honorary citizen of Yerevan subClassOf word,yes
1215,O.S.B. subClassOf name suffix,O.S.B. subClassOf phrase,no
1216,four-pointed star subClassOf regular star polygon,four-pointed star subClassOf regular polygon,yes
1217,text witness subClassOf text,text witness subClassOf concrete object,yes
1218,honorary titles of the Republic of Bashkortostan subClassOf phrase,honorary titles of the Republic of Bashkortostan subClassOf word,yes
1219,honorary citizen of Yekaterinburg subClassOf phrase,honorary citizen of Yekaterinburg subClassOf word,yes
1220,Medal of the Order of Merit of the Federal Republic of Germany subClassOf medal of an order,Medal of the Order of Merit of the Federal Republic of Germany subClassOf phrase,yes
1221,honorary citizen of Czarnków subClassOf phrase,honorary citizen of Czarnków subClassOf word,yes
1222,honorary citizen of Dombóvár subClassOf phrase,honorary citizen of Dombóvár subClassOf word,"yes.  

(explanation: ""phrase"" and ""word"" are mutually exclusive linguistic categories. a phrase is a group of words, while a word is a single unit. claiming the same entity is a subclass of both creates a contradiction.)"
1223,honzon subClassOf abstract object,honzon subClassOf concrete object,yes
1224,honorary doctorate of Slovak University of Technology in Bratislava subClassOf honorary doctorate,honorary doctorate of Slovak University of Technology in Bratislava subClassOf phrase,yes
1225,four-pointed star subClassOf regular star polygon,four-pointed star subClassOf concave polygon,no
1226,People's Artist of Ukraine subClassOf phrase,People's Artist of Ukraine subClassOf word,yes
1227,sarcasm subClassOf usage,sarcasm subClassOf word or phrase,yes
1228,honorary doctor of the China Medical University subClassOf honorary doctorate,honorary doctor of the China Medical University subClassOf word,yes
1229,Polish vulgarisms and curses subClassOf word or phrase,Polish vulgarisms and curses subClassOf meaning,yes
1230,honorary doctor of the University of Bath subClassOf honorary doctorate,honorary doctor of the University of Bath subClassOf phrase,yes
1231,Primer caballerizo subClassOf phrase,Primer caballerizo subClassOf word,yes
1232,honorary doctor of the University of Münster subClassOf honorary doctorate,honorary doctor of the University of Münster subClassOf phrase,yes
1233,commendation subClassOf phrase,commendation subClassOf word,yes
1234,honorary citizen of Malaryta District subClassOf honorary citizenship,honorary citizen of Malaryta District subClassOf phrase,yes
1235,honorary citizen of Lviv subClassOf honorary citizenship,honorary citizen of Lviv subClassOf word,yes
1236,Gold Medal of the Royal Order of Sports Merit subClassOf Order of Sports Merit,Gold Medal of the Royal Order of Sports Merit subClassOf phrase,yes
1237,Medal of Merit subClassOf medal of an order,Medal of Merit subClassOf word,yes
1238,honorary citizen of Rzhev subClassOf honorary citizenship,honorary citizen of Rzhev subClassOf phrase,yes
1239,honorary doctor of the Shanghai University subClassOf phrase,honorary doctor of the Shanghai University subClassOf word,yes
1240,honorary doctorate of the University of Copenhagen subClassOf honorary doctorate,honorary doctorate of the University of Copenhagen subClassOf phrase,yes
1241,Ayuda de Cámara del Rey de España subClassOf phrase,Ayuda de Cámara del Rey de España subClassOf word,yes
1242,petty kingdom subClassOf kingdom,petty kingdom subClassOf historical country,no
1243,National Artist of the Philippines subClassOf phrase,National Artist of the Philippines subClassOf word,yes
1244,honorary degree subClassOf academic degree,honorary degree subClassOf word,yes
1245,honorary citizen of Nyíregyháza subClassOf honorary citizenship,honorary citizen of Nyíregyháza subClassOf word,yes
1246,honorary doctorate of the Johann Wolfgang Goethe University Frankfurt subClassOf honorary doctorate,honorary doctorate of the Johann Wolfgang Goethe University Frankfurt subClassOf phrase,yes
1247,honorary citizen of Mukachevo subClassOf phrase,honorary citizen of Mukachevo subClassOf word,yes
1248,noble titles in the Royal Court of Quito subClassOf phrase,noble titles in the Royal Court of Quito subClassOf word,no
1249,university president  of the Vrije Universiteit Amsterdam subClassOf phrase,university president  of the Vrije Universiteit Amsterdam subClassOf word,yes
1250,Supreme Leader of Afghanistan subClassOf Amir al-Mu'minin,Supreme Leader of Afghanistan subClassOf word,yes
1251,Rector of Université du Québec à Montréal subClassOf phrase,Rector of Université du Québec à Montréal subClassOf word,yes
1252,offensive word subClassOf profanity,offensive word subClassOf meaning,no
1253,honorary citizen of Karlovy Vary subClassOf phrase,honorary citizen of Karlovy Vary subClassOf word,yes
1254,rector of University of Girona subClassOf phrase,rector of University of Girona subClassOf word,yes
1255,Saga-bon subClassOf kokatsuji-bon,Saga-bon subClassOf abstract object,yes
1256,Archbishop of the West Indies subClassOf phrase,Archbishop of the West Indies subClassOf word,yes
1257,honorary citizen of Světlá nad Sázavou subClassOf honorary citizenship,honorary citizen of Světlá nad Sázavou subClassOf word,yes
1258,irony in Hafez poetry subClassOf usage,irony in Hafez poetry subClassOf word or phrase,no
1259,honorary doctor of the University of Marburg subClassOf phrase,honorary doctor of the University of Marburg subClassOf word,yes
1260,Honored Worker of the Fuel and Energy Industry subClassOf title of honor,Honored Worker of the Fuel and Energy Industry subClassOf word,yes
1261,Chick tract subClassOf abstract object,Chick tract subClassOf concrete object,yes
1262,Saga-bon subClassOf abstract object,Saga-bon subClassOf concrete object,yes
1263,honorary citizen of Kunštát subClassOf honorary citizenship,honorary citizen of Kunštát subClassOf phrase,no
1264,honorary doctor of the University of Potsdam subClassOf phrase,honorary doctor of the University of Potsdam subClassOf word,yes
1265,honorary citizen of Yevpatoriia subClassOf phrase,honorary citizen of Yevpatoriia subClassOf word,yes
1266,honorary doctorate of Jaume I University subClassOf honorary doctorate,honorary doctorate of Jaume I University subClassOf word,yes
1267,caballerizo mayor del príncipe de Asturias subClassOf caballerizo,caballerizo mayor del príncipe de Asturias subClassOf phrase,no
1268,five-pointed star subClassOf irregular polygon,five-pointed star subClassOf regular polygon,yes
1269,Catalina 28 subClassOf ship,Catalina 28 subClassOf boat,yes
1270,Buddha sculpture in Thailand subClassOf Buddharupa,Buddha sculpture in Thailand subClassOf concrete object,no
1271,honorary citizen of Asti subClassOf honorary citizenship,honorary citizen of Asti subClassOf phrase,yes
1272,Esperanto profanity subClassOf profanity,Esperanto profanity subClassOf word or phrase,no
1273,honorary doctor of the University Lille-II subClassOf phrase,honorary doctor of the University Lille-II subClassOf word,yes
1274,Grant baronets subClassOf baronetcy,Grant baronets subClassOf phrase,yes
1275,Grand Chancellor subClassOf phrase,Grand Chancellor subClassOf word,yes
1276,Swan 98 subClassOf ship,Swan 98 subClassOf boat,no
1277,Historical Romanian ranks and titles subClassOf phrase,Historical Romanian ranks and titles subClassOf word,yes
1278,honorary citizen of Makiivka subClassOf honorary citizenship,honorary citizen of Makiivka subClassOf word,yes
1279,honorary citizen of Minsk Region subClassOf phrase,honorary citizen of Minsk Region subClassOf word,yes
1280,kokatsuji-bon subClassOf printed book,kokatsuji-bon subClassOf abstract object,yes
1281,People's artist of the Georgian SSR subClassOf phrase,People's artist of the Georgian SSR subClassOf word,yes
1282,honorary titles of the Republic of Bashkortostan subClassOf title of honor,honorary titles of the Republic of Bashkortostan subClassOf phrase,yes
1283,honorary citizen of Zaslaŭje subClassOf honorary citizenship,honorary citizen of Zaslaŭje subClassOf word,yes
1284,honorary doctor of the Catholic University of Louvain subClassOf honorary doctorate,honorary doctor of the Catholic University of Louvain subClassOf phrase,"yes.  

(reasoning: statement 1 classifies the item as a type of academic honor (""honorary doctorate""), while statement 2 classifies it as a linguistic unit (""phrase""). these are mutually exclusive categories, creating a logical contradiction.)"
1285,saint symbolism subClassOf abstract object,saint symbolism subClassOf property,no
1286,honorary doctor of the Xinjiang University subClassOf honorary doctorate,honorary doctor of the Xinjiang University subClassOf word,yes
